obf,count,score,alpha,beta
----------OX------OXX----OOXO-----OOOO----O--------------------- X;,0,16,-64,0
----O-----OO------OXX----OXXO-----XOOO-------------------------- X;,0,20,-64,0
-----------O-----OXXX----OXXO----OOOO-------O------------------- X;,0,22,-64,0
---------OOX------OXX----OXOO-----XOOO-------------------------- X;,0,36,-64,0
----------O-O-----XOXX---OXXO-----XOOO-------------------------- X;,1,16,-64,0
------------O----OXXXX---OOXO-----XOOO-------------------------- X;,1,16,-64,0
-----------OO-----OOXX---OXOO-----XOOO-------------------------- X;,0,16,-64,0
------------O-----XXXX---OXXO-----OOOO-----O-------------------- X;,0,16,-64,0
------------O-----XXXO---OXXO-O---XOOO-------------------------- X;,0,18,-64,0
------------O-----XOXX---OOXO----OOOOO-------------------------- X;,0,18,-64,0
---------O--O-----OXXX---OXOO-----XOOO-------------------------- X;,0,28,-64,0
------------O-O---XXXO---OXXO-----XOOO-------------------------- X;,0,30,-64,0
---------O-------XXXX----OXOO-----OOOO---O---------------------- X;,0,30,-64,0
---------O-------XXXX----OXOO-----OOOO-----O-------------------- X;,0,30,-64,0
---------OXO------OXX----OOOO-----XOO-------O------------------- X;,0,32,-64,0
---------OXO------XXX-----XOO----OOOO-------O------------------- X;,0,36,-64,0
---------O-------XXXX----OXOO----OOOOO-------------------------- X;,0,36,-64,0
---------OXO------XXX-----XOO-----OOO----O--O------------------- X;,0,38,-64,0
---------OXO-----OXXX-----OOO-----XOO-------O------------------- X;,0,40,-64,0
--------OO-------OXXX----OOOO-----XOOO-------------------------- X;,0,54,-64,0
----O-------OO-----XOO----XXOO----OOOO-------------------------- X;,0,10,-64,0
----------OX------OXX-----OOOOO---OOOO-------------------------- X;,0,12,-64,0
----------OX------OXX-O---OXXO----OOOO-------------------------- X;,0,14,-64,0
---O--------OO-----XXO----XXXO----OOOO-------------------------- X;,0,14,-64,0
----------O-XO-----OXO----XXOO----OOOO-------------------------- X;,0,14,-64,0
-----------OOO-----OOO----XOXO----OOOO-------------------------- X;,0,22,-64,0
--X-------XX-----OOOOO----OXO------OOO-------------------------- X;,0,14,-64,0
--X-------XXO----OXOO-----OXO------OOO-------------------------- X;,1,24,-64,0
--XO------OO-----OXOX-----OOO------OOO-------------------------- X;,0,26,-64,0
--X------OXX-----OOXX-----OOO------OOO-------------------------- X;,0,34,-64,0
-OX-------OX-----OXOX-----OXO------OOO-------------------------- X;,0,60,-64,0
---O------OO------OOX----OOOO-----XOOO-------------------------- X;,0,14,-64,0
-----------------OXXX---OOOXO-----OOO------OO------------------- X;,0,16,-64,0
-----------------OXXX---OOOXO----OOOO-------O------------------- X;,0,18,-64,0
-----------------OXXX---OOOXO-----OOO-----O-O------------------- X;,0,18,-64,0
---O------OO------XOX-----OXO----OOOOO-------------------------- X;,0,18,-64,0
---O------OO------OOX-----OXO-----OOOO----O--------------------- X;,0,18,-64,0
---O------OO-----OOOX-----OXO-----XOOO-------------------------- X;,0,20,-64,0
---------O-------OOXX---OOOOO-----XOO-------O------------------- X;,0,36,-64,0
----------OOO-----XXOX----XXOO-----OOO-------------------------- X;,1,16,-64,0
----------OOO-----XOXX----OXO----O-OOO-------------------------- X;,0,24,-64,0
-----------OOO----XXXO-----OOOO---OOO--------------------------- X;,0,24,-64,0
----------OOO-----OXXX----OXO-----OOOO-------------------------- X;,0,28,-64,0
----------OOO----OXXXX----OXO------OOO-------------------------- X;,0,30,-64,0
----------OOO-----XXXO----XXO-O----OOO-------------------------- X;,0,34,-64,0
---------OOOO-----OXXX----XOO------OOO-------------------------- X;,0,44,-64,0
----------OOO-O---XXXO----XXO------OOO-------------------------- X;,0,46,-64,0
---O-----OOO-----XXOX-----XOO------OOO-------------------------- X;,0,38,-64,0
---------OOX-----XOXX-----OOO-----OOOO-------------------------- X;,0,38,-64,0
---------OOX-----OXXX---O-XOO------OOO-------------------------- X;,0,40,-64,0
---------OOX-O---XXXO-----XOO------OOO-------------------------- X;,0,46,-64,0
---------OOX-----OXXX----OOOO------OOO-------------------------- X;,0,54,-64,0
---------OX------OXX-----OXOO----OOOO-------O------------------- X;,0,60,-64,0
--------OOOX-----OXXX-----OOO------OOO-------------------------- X;,0,60,-64,0
-----------OO-----XXOO----XXXXO---OOO--------------------------- X;,3,12,-64,0
-----------OO-----XOOX----XXXO-----OOOO------------------------- X;,3,16,-64,0
-----------OO-----XOXO----XXXXO----OOO-------------------------- X;,0,16,-64,0
-----------OO-----XXOX----XXXO----OOO-O------------------------- X;,4,18,-64,0
-----------OOO----XOXO----XXXO-----OOO-------------------------- X;,2,18,-64,0
-----------OO-----XOOOO---XXXO-----OOO-------------------------- X;,1,20,-64,0
-----------OO-----XXOOO---XXXO----OOO--------------------------- X;,2,22,-64,0
-----------OO-O---XOXO----XXOX-----OOO-------------------------- X;,0,30,-64,0
-----------OO-O---XXOO----XXOX----OOO--------------------------- X;,0,36,-64,0
---O------OOO-----XOXX----XOO------OOO-------------------------- X;,2,16,-64,0
----------OXO-----XXXX---OOOO------OOO-------------------------- X;,1,18,-64,0
----------OXO-----OXXX----OXO-----OOOO-------------------------- X;,0,20,-64,0
----------OXO-----XOXX----OXO----O-OOO-------------------------- X;,0,22,-64,0
----------OXO-----XXXO----XXO-O----OOO-------------------------- X;,1,24,-64,0
----------OXO----OXXXX----OXO------OOO-------------------------- X;,1,32,-64,0
----------OXO-O---XXXO----XXO------OOO-------------------------- X;,0,34,-64,0
---------OOXO-----OXXX----XOO------OOO-------------------------- X;,0,36,-64,0
------------O-----XXXOO---XXXOO----OOO-------------------------- X;,1,16,-64,0
-----------OO-----OXOX---OXXOX----OOO--------------------------- X;,2,18,-64,0
------------O-----XXXO---OOOOOO----OOO-------------------------- X;,1,18,-64,0
----------O-O-----XOXO----XXOXO----OOO-------------------------- X;,0,18,-64,0
-----------O------OXOX---OXXXO----OOO-O------------------------- X;,0,28,-64,0
-----------O------OOOOO--OXXXO----OOO--------------------------- X;,0,32,-64,0
-----------O--O---OXXO---OXXOX----OOO--------------------------- X;,0,36,-64,0
-----------OO-----XXOXO---XXOO----OOO--------------------------- X;,0,18,-64,0
------------OO---OXXXO----OXXO-----OOO-------------------------- X;,0,20,-64,0
------------O----OXXXO----OOOOO----OOO-------------------------- X;,0,20,-64,0
-----------O-O----XXOOO---XOXO----OOO--------------------------- X;,0,22,-64,0
---------O-O------OXXXO---XOXO----OOO--------------------------- X;,0,34,-64,0
-----------O--O---XXXOO---XXOO----OOO--------------------------- X;,0,34,-64,0
-----------O-----OOOOOO---OXXO----OOO--------------------------- X;,0,44,-64,0
------------O-----XOXO----OOOOO--O-OOO-------------------------- X;,1,14,-64,0
------------OO----XOXO----OXXO---O-OOO-------------------------- X;,0,20,-64,0
-----------O------XXOOO---XXXO----OOO-O------------------------- X;,0,20,-64,0
------------O-----XOOOO---OXXO---O-OOO-------------------------- X;,0,24,-64,0
-----------O-O----XXOO----XXXO----OOO-O------------------------- X;,0,24,-64,0
-----------O--O---XXOO----XXOO----OOO-O------------------------- X;,0,36,-64,0
---------O-O------OXOX----XOXO----OOO-O------------------------- X;,0,40,-64,0
-----------O--O---XXXO----XXXO----OOOO-------------------------- X;,0,30,-64,0
-----------O--O---XXXOO---XXXO----OOO--------------------------- X;,0,32,-64,0
-----------O--O---OXXO---OXXXX----OOO--------------------------- X;,0,36,-64,0
---------O--O-O---OXXO----XXOX-----OOO-------------------------- X;,0,38,-64,0
---------OO-O-----OOXX----XXOX-----OOO-------------------------- X;,0,38,-64,0
---------O--OO----OXXO----XXXO-----OOO-------------------------- X;,0,40,-64,0
---------O--O-----OOOOO---XXXO-----OOO-------------------------- X;,0,40,-64,0
-----------O--O---XXOO----XXXO----OOO-O------------------------- X;,0,40,-64,0
----------O-O-O---XOXO----XXOX-----OOO-------------------------- X;,0,34,-64,0
------------O-O---XXXOO---XXXO-----OOO-------------------------- X;,0,36,-64,0
---------O-OO-----OXOX----XXOX----OOO--------------------------- X;,0,36,-64,0
---------O-O------OXOX----XXXO----OOO-O------------------------- X;,0,40,-64,0
---------O-O--O---OXXO----XXOX----OOO--------------------------- X;,0,42,-64,0
---------O-O------OOOOO---XXXO----OOO--------------------------- X;,0,44,-64,0
---------O--------OXX----OOOO----XOOO-----O-O------------------- X;,0,28,-64,0
---------O-OX-----OXX----OOOO-----XOOO-------------------------- X;,0,28,-64,0
---------O--------OXX----OXOO----XOOO------OO------------------- X;,0,30,-64,0
---------OOOX-----OOX-----XOO-----XOOO-------------------------- X;,0,30,-64,0
---------O-OX----OOXX-----OOO-----XOOO-------------------------- X;,0,32,-64,0
---------O-OX-----OXX-----XOO----OOOOO-------------------------- X;,0,34,-64,0
---------O-OX-----OXX-----XOO-----OOOO---O---------------------- X;,0,36,-64,0
---------O--------OXX----OXOO----OOOO----O--O------------------- X;,0,38,-64,0
-----------XO-O----XXO-----OOO----OOOO-------O------------------ X;,0,38,-64,0
---------O--------OXX----OXOO---OOOOO-------O------------------- X;,0,40,-64,0
---------O-O-----XXXX-----XOO-----OOO----O--O------------------- X;,0,28,-64,0
---------O-O-----XXXX-----XOO----OOOO-------O------------------- X;,0,30,-64,0
---------OX-------XXX----OXOO-----OOOO---O---------------------- X;,0,30,-64,0
---------OX-------XXX----OXOO----OOOOO-------------------------- X;,0,30,-64,0
---------OX-------XXX----OXOO-----OOOO-----O-------------------- X;,0,30,-64,0
---------OX------OXXX----OOOO-----XOOO-------------------------- X;,0,32,-64,0
---------O-O-----OOXX----OOOO-----XOO-------O------------------- X;,0,40,-64,0
--------OO-O-----OXXX-----OOO-----XOO-------O------------------- X;,0,62,-64,0
------------O-O----XOO----XXOO----OOOO-------O------------------ X;,0,30,-64,0
----------O---O----OXO----XXOO----OOOO-------O------------------ X;,0,32,-64,0
---------O--------OXX-O---OXXO----OOOO----O--------------------- X;,0,34,-64,0
---------O--------OOOO----OXOO----OOOO----O--------------------- X;,0,34,-64,0
---------O--------OXX-----OOOOO---OOOO----O--------------------- X;,0,34,-64,0
-----------O--O----OOO----XOXO----OOOO-------O------------------ X;,0,36,-64,0
-------------OO----XOO----XOXO----OOOO-------O------------------ X;,0,40,-64,0
---------OOX------OXX----OOOO-----XOOO-------------------------- X;,0,32,-64,0
---------OOX-----OOXX-----OXO-----XOOO-------------------------- X;,0,38,-64,0
----O----OOO------OXX-----XXO-----XOOO-------------------------- X;,0,42,-64,0
---------O-------OOXX----XOXO-----OOO-----O-O------------------- X;,0,42,-64,0
---------OOX------OXX-----OXO-----OOOO----O--------------------- X;,0,42,-64,0
---------OOX------OXX-----XXO----OOOOO-------------------------- X;,0,52,-64,0
---------O-------OOXX----OXXO----OOOO-------O------------------- X;,0,62,-64,0
---------O--------OOOO----XXXO----XOOOO------------------------- X;,0,34,-64,0
---------O--------OOOOO---XXXO----XOOO-------------------------- X;,0,34,-64,0
---------O-------OOOOO----OXXX----XOOO-------------------------- X;,0,36,-64,0
--------------O---OOOO----XXXO----OOOOO------------------------- X;,0,36,-64,0
--------------O---OOOO----XXXO----OOOO-------O------------------ X;,0,38,-64,0
---------OX-O-----XXO-----XOO-----OOO----O--O------------------- X;,0,32,-64,0
---------O-------OXXX----OOOO----OOOOO-------------------------- X;,0,34,-64,0
---------O-O-----XXOX-----XOO----OOOOO-------------------------- X;,0,38,-64,0
---------OX-O-----XOO-----OXO----OOOO-------O------------------- X;,0,46,-64,0
---------OO------XOOX-----OXO----OOOOO-------------------------- X;,0,56,-64,0
--------OO-------OXXX-----OXO----OOOOO-------------------------- X;,0,60,-64,0
---------O-O-----XXOX-----XOO----OOOO-------O------------------- X;,0,34,-64,0
---------OX-O-----XXO-----XOO-----OOOO---O---------------------- X;,0,34,-64,0
---------O-------OXXX----OOOO----OOOO-------O------------------- X;,0,36,-64,0
---------OX-O-----XOO-----OXO----OOOOO-------------------------- X;,0,42,-64,0
--------OO-------OXXX-----OXO----OOOO-------O------------------- X;,0,62,-64,0
---------OO------XOOX-----OXO----OOOO-------O------------------- X;,0,62,-64,0
---------OOX------OXX----OOOO-----XOO-------O------------------- X;,0,36,-64,0
---------OOX-----OOXX-----OXO-----XOO-------O------------------- X;,0,38,-64,0
---------O-------OOXX----XOXO-----OOOO----O--------------------- X;,0,38,-64,0
---------O-------OOXX---OOOOO-----XOOO-------------------------- X;,0,38,-64,0
---------O-------OOXX----OXXO---O-XOOO-------------------------- X;,0,40,-64,0
---------OOX------OXX-----OXO-----OOO-----O-O------------------- X;,0,48,-64,0
---------OOX------OXX-----XXO----OOOO-------O------------------- X;,0,50,-64,0
---------O-------OOXX----OXXO----OOOOO-------------------------- X;,0,62,-64,0
------------------OOX----OXOX----XXOO------OOO------------------ X;,1,6,-64,0
------------------O-X----OOXX----XOXO-----OOOO------------------ X;,1,6,-64,0
-----------------OO-X----OOXX----XXOO------OOO------------------ X;,0,6,-64,0
-----------OOO----OXX------XXO----XXOO-------O------------------ X;,1,8,-64,0
------------------O-X----OXXX---OOOOO------OOO------------------ X;,0,8,-64,0
-----------XO------XXO----OXX-----OOOOO---O--------------------- X;,0,12,-64,0
-----------OX-----OOX------OXO----XOOO-----O-O------------------ X;,0,12,-64,0
-----------OX------OX-----OOOO----XOOO-----O-O------------------ X;,0,6,-64,0
-----------OX------XX-----OXOO----OOOO----O--O------------------ X;,0,8,-64,0
-----------------O-OX----OOXX----XXOO------OOO------------------ X;,0,8,-64,0
-----------OX------XX-----OXOO----XOOO------OO------------------ X;,1,10,-64,0
-----------OX------XX-----OXOO---OOOOO-------O------------------ X;,0,10,-64,0
-------------------OX----OOXX----OXOO---O--OOO------------------ X;,0,10,-64,0
-------------------OX----OXXX---OOOOO------OOO------------------ X;,0,12,-64,0
-------------------OX----OXXX----OXOO----O-OOO------------------ X;,0,14,-64,0
-------------------OO----OXOXX---XXOO------OOO------------------ X;,1,8,-64,0
------------------O-O----OXOXX---XXXO------OOO------------------ X;,0,10,-64,0
-----------OX------XX------XXO----OXOO-----O-O----O------------- X;,0,12,-64,0
-----------OX------XX------XXO----OXOO-----O-O------O----------- X;,0,12,-64,0
-----------------O--O----OOXXX---XXOO------OOO------------------ X;,0,12,-64,0
-------------------O------XXXXO----OOOOO--OOO------------------- X;,0,14,-64,0
-----------XO------XO-----OXO-----OOOO----O-O-------O----------- X;,0,18,-64,0
--------------------O----OXOXX---OOXO----O-OOO------------------ X;,0,20,-64,0
----------OOX------OXX----OOOO-----XOO-------O------------------ X;,0,10,-64,0
----O-----OOO------OOX-----XOO-----XOO-------O------------------ X;,0,12,-64,0
----------OOX-----OOXX-----OXO-----XOO-------O------------------ X;,0,14,-64,0
-----O----OOO------OXX-----XXO-----XOO-------O------------------ X;,0,14,-64,0
----------OOX------OOOO----XXO-----XOO-------O------------------ X;,0,16,-64,0
-----------XOO----XXO-----OXO-----OOO-----O-O------------------- X;,0,18,-64,0
----------OOOO-----OXO-----XXO-----XOO-------O------------------ X;,0,18,-64,0
-----------XOO----XXO-----OXX-----OOOO----O--------------------- X;,0,20,-64,0
-----------XO------OO-----OXO----OOOO---O-O-O------------------- X;,0,10,-64,0
------------X-----OOOO---XOOO----OOOOO-------------------------- X;,0,10,-64,0
-----------OX------OOO---XXOO----OOOOO-------------------------- X;,0,12,-64,0
------------X---O--XOO---OXXO----OOOOO-------------------------- X;,0,12,-64,0
------------X------XOO--OOOOO----OOOOO-------------------------- X;,0,12,-64,0
----------O-X------OOO---XXXO----OOOOO-------------------------- X;,0,14,-64,0
------------X----O-XOO---OOXO----OOOOO-------------------------- X;,0,14,-64,0
-----------XO------XO---O-XXO----OOOO-----O-O------------------- X;,0,16,-64,0
-----------XO------XO-----XXO---OOOOO-----O-O------------------- X;,0,16,-64,0
----O-----OOO------OXX-----XOO-----XOO-------O------------------ X;,0,12,-64,0
---O-------OO-----XXX-----OXX-----OOOO----O--------------------- X;,0,14,-64,0
----O------OO-----OXXX-----OXO-----XOO-------O------------------ X;,0,14,-64,0
----O------OOO-----XXO-----XXO-----XOO-------O------------------ X;,0,14,-64,0
